,HOY,DOY,Month,Day,Hour,Load
2017-09-25 23:00:00,6432,268,9,25,24,480
2017-09-26 00:00:00,6433,269,9,26,1,460
2017-09-26 01:00:00,6434,269,9,26,2,440
2017-09-26 02:00:00,6435,269,9,26,3,430
2017-09-26 03:00:00,6436,269,9,26,4,450
2017-09-26 04:00:00,6437,269,9,26,5,450
2017-09-26 05:00:00,6438,269,9,26,6,450
2017-09-26 06:00:00,6439,269,9,26,7,520
2017-09-26 07:00:00,6440,269,9,26,8,560
2017-09-26 08:00:00,6441,269,9,26,9,570
2017-09-26 09:00:00,6442,269,9,26,10,590
2017-09-26 10:00:00,6443,269,9,26,11,560
2017-09-26 11:00:00,6444,269,9,26,12,560
2017-09-26 12:00:00,6445,269,9,26,13,540
2017-09-26 13:00:00,6446,269,9,26,14,540
2017-09-26 14:00:00,6447,269,9,26,15,530
2017-09-26 15:00:00,6448,269,9,26,16,500
2017-09-26 16:00:00,6449,269,9,26,17,520
2017-09-26 17:00:00,6450,269,9,26,18,530
2017-09-26 18:00:00,6451,269,9,26,19,560
2017-09-26 19:00:00,6452,269,9,26,20,610
2017-09-26 20:00:00,6453,269,9,26,21,610
2017-09-26 21:00:00,6454,269,9,26,22,550
2017-09-26 22:00:00,6455,269,9,26,23,510
2017-09-26 23:00:00,6456,269,9,26,24,480
2017-09-27 00:00:00,6457,270,9,27,1,460
2017-09-27 01:00:00,6458,270,9,27,2,440
2017-09-27 02:00:00,6459,270,9,27,3,430
2017-09-27 03:00:00,6460,270,9,27,4,450
2017-09-27 04:00:00,6461,270,9,27,5,450
2017-09-27 05:00:00,6462,270,9,27,6,450
2017-09-27 06:00:00,6463,270,9,27,7,520
2017-09-27 07:00:00,6464,270,9,27,8,560
2017-09-27 08:00:00,6465,270,9,27,9,570
2017-09-27 09:00:00,6466,270,9,27,10,590
2017-09-27 10:00:00,6467,270,9,27,11,560
2017-09-27 11:00:00,6468,270,9,27,12,560
2017-09-27 12:00:00,6469,270,9,27,13,540
2017-09-27 13:00:00,6470,270,9,27,14,540
2017-09-27 14:00:00,6471,270,9,27,15,530
2017-09-27 15:00:00,6472,270,9,27,16,500
2017-09-27 16:00:00,6473,270,9,27,17,520
2017-09-27 17:00:00,6474,270,9,27,18,530
2017-09-27 18:00:00,6475,270,9,27,19,560
2017-09-27 19:00:00,6476,270,9,27,20,610
2017-09-27 20:00:00,6477,270,9,27,21,610
2017-09-27 21:00:00,6478,270,9,27,22,550
2017-09-27 22:00:00,6479,270,9,27,23,510
2017-09-27 23:00:00,6480,270,9,27,24,480
2017-09-28 00:00:00,6481,271,9,28,1,460
2017-09-28 01:00:00,6482,271,9,28,2,440
2017-09-28 02:00:00,6483,271,9,28,3,430
2017-09-28 03:00:00,6484,271,9,28,4,450
2017-09-28 04:00:00,6485,271,9,28,5,450
2017-09-28 05:00:00,6486,271,9,28,6,450
2017-09-28 06:00:00,6487,271,9,28,7,520
2017-09-28 07:00:00,6488,271,9,28,8,560
2017-09-28 08:00:00,6489,271,9,28,9,570
2017-09-28 09:00:00,6490,271,9,28,10,590
2017-09-28 10:00:00,6491,271,9,28,11,560
2017-09-28 11:00:00,6492,271,9,28,12,560
2017-09-28 12:00:00,6493,271,9,28,13,540
2017-09-28 13:00:00,6494,271,9,28,14,540
2017-09-28 14:00:00,6495,271,9,28,15,530
2017-09-28 15:00:00,6496,271,9,28,16,500
2017-09-28 16:00:00,6497,271,9,28,17,520
2017-09-28 17:00:00,6498,271,9,28,18,530
2017-09-28 18:00:00,6499,271,9,28,19,560
2017-09-28 19:00:00,6500,271,9,28,20,610
2017-09-28 20:00:00,6501,271,9,28,21,610
2017-09-28 21:00:00,6502,271,9,28,22,550
2017-09-28 22:00:00,6503,271,9,28,23,510
2017-09-28 23:00:00,6504,271,9,28,24,480
2017-09-29 00:00:00,6505,272,9,29,1,460
2017-09-29 01:00:00,6506,272,9,29,2,440
2017-09-29 02:00:00,6507,272,9,29,3,430
2017-09-29 03:00:00,6508,272,9,29,4,450
2017-09-29 04:00:00,6509,272,9,29,5,450
2017-09-29 05:00:00,6510,272,9,29,6,450
2017-09-29 06:00:00,6511,272,9,29,7,520
2017-09-29 07:00:00,6512,272,9,29,8,560
2017-09-29 08:00:00,6513,272,9,29,9,570
2017-09-29 09:00:00,6514,272,9,29,10,590
2017-09-29 10:00:00,6515,272,9,29,11,560
2017-09-29 11:00:00,6516,272,9,29,12,560
2017-09-29 12:00:00,6517,272,9,29,13,540
2017-09-29 13:00:00,6518,272,9,29,14,540
2017-09-29 14:00:00,6519,272,9,29,15,530
2017-09-29 15:00:00,6520,272,9,29,16,500
2017-09-29 16:00:00,6521,272,9,29,17,520
2017-09-29 17:00:00,6522,272,9,29,18,530
2017-09-29 18:00:00,6523,272,9,29,19,560
2017-09-29 19:00:00,6524,272,9,29,20,610
2017-09-29 20:00:00,6525,272,9,29,21,610
2017-09-29 21:00:00,6526,272,9,29,22,550
2017-09-29 22:00:00,6527,272,9,29,23,510
2017-09-29 23:00:00,6528,272,9,29,24,480
2017-09-30 00:00:00,6529,273,9,30,1,460
2017-09-30 01:00:00,6530,273,9,30,2,440
2017-09-30 02:00:00,6531,273,9,30,3,430
2017-09-30 03:00:00,6532,273,9,30,4,450
2017-09-30 04:00:00,6533,273,9,30,5,450
2017-09-30 05:00:00,6534,273,9,30,6,450
2017-09-30 06:00:00,6535,273,9,30,7,520
2017-09-30 07:00:00,6536,273,9,30,8,560
2017-09-30 08:00:00,6537,273,9,30,9,570
2017-09-30 09:00:00,6538,273,9,30,10,590
2017-09-30 10:00:00,6539,273,9,30,11,560
2017-09-30 11:00:00,6540,273,9,30,12,560
2017-09-30 12:00:00,6541,273,9,30,13,540
2017-09-30 13:00:00,6542,273,9,30,14,540
2017-09-30 14:00:00,6543,273,9,30,15,530
2017-09-30 15:00:00,6544,273,9,30,16,500
2017-09-30 16:00:00,6545,273,9,30,17,520
2017-09-30 17:00:00,6546,273,9,30,18,530
2017-09-30 18:00:00,6547,273,9,30,19,560
2017-09-30 19:00:00,6548,273,9,30,20,610
2017-09-30 20:00:00,6549,273,9,30,21,610
2017-09-30 21:00:00,6550,273,9,30,22,550
2017-09-30 22:00:00,6551,273,9,30,23,510
2017-09-30 23:00:00,6552,273,9,30,24,480
2017-10-01 00:00:00,6553,274,10,1,1,480
2017-10-01 01:00:00,6554,274,10,1,2,480
2017-10-01 02:00:00,6555,274,10,1,3,470
2017-10-01 03:00:00,6556,274,10,1,4,470
2017-10-01 04:00:00,6557,274,10,1,5,480
2017-10-01 05:00:00,6558,274,10,1,6,520
2017-10-01 06:00:00,6559,274,10,1,7,560
2017-10-01 07:00:00,6560,274,10,1,8,540
2017-10-01 08:00:00,6561,274,10,1,9,630
2017-10-01 09:00:00,6562,274,10,1,10,610
2017-10-01 10:00:00,6563,274,10,1,11,620
2017-10-01 11:00:00,6564,274,10,1,12,610
2017-10-01 12:00:00,6565,274,10,1,13,610
2017-10-01 13:00:00,6566,274,10,1,14,580
2017-10-01 14:00:00,6567,274,10,1,15,590
2017-10-01 15:00:00,6568,274,10,1,16,580
2017-10-01 16:00:00,6569,274,10,1,17,590
2017-10-01 17:00:00,6570,274,10,1,18,640
2017-10-01 18:00:00,6571,274,10,1,19,710
2017-10-01 19:00:00,6572,274,10,1,20,670
2017-10-01 20:00:00,6573,274,10,1,21,650
2017-10-01 21:00:00,6574,274,10,1,22,660
2017-10-01 22:00:00,6575,274,10,1,23,560
2017-10-01 23:00:00,6576,274,10,1,24,550
2017-10-02 00:00:00,6577,275,10,2,1,480
2017-10-02 01:00:00,6578,275,10,2,2,480
2017-10-02 02:00:00,6579,275,10,2,3,470
2017-10-02 03:00:00,6580,275,10,2,4,470
2017-10-02 04:00:00,6581,275,10,2,5,480
2017-10-02 05:00:00,6582,275,10,2,6,520
2017-10-02 06:00:00,6583,275,10,2,7,560
2017-10-02 07:00:00,6584,275,10,2,8,540
2017-10-02 08:00:00,6585,275,10,2,9,630
2017-10-02 09:00:00,6586,275,10,2,10,610
2017-10-02 10:00:00,6587,275,10,2,11,620
2017-10-02 11:00:00,6588,275,10,2,12,610
2017-10-02 12:00:00,6589,275,10,2,13,610
2017-10-02 13:00:00,6590,275,10,2,14,580
2017-10-02 14:00:00,6591,275,10,2,15,590
2017-10-02 15:00:00,6592,275,10,2,16,580
2017-10-02 16:00:00,6593,275,10,2,17,590
2017-10-02 17:00:00,6594,275,10,2,18,640
2017-10-02 18:00:00,6595,275,10,2,19,710
2017-10-02 19:00:00,6596,275,10,2,20,670
2017-10-02 20:00:00,6597,275,10,2,21,650
2017-10-02 21:00:00,6598,275,10,2,22,660
2017-10-02 22:00:00,6599,275,10,2,23,560
2017-10-02 23:00:00,6600,275,10,2,24,550
2017-10-03 00:00:00,6601,276,10,3,1,480
2017-10-03 01:00:00,6602,276,10,3,2,480
2017-10-03 02:00:00,6603,276,10,3,3,470
2017-10-03 03:00:00,6604,276,10,3,4,470
2017-10-03 04:00:00,6605,276,10,3,5,480
2017-10-03 05:00:00,6606,276,10,3,6,520
2017-10-03 06:00:00,6607,276,10,3,7,560
2017-10-03 07:00:00,6608,276,10,3,8,540
2017-10-03 08:00:00,6609,276,10,3,9,630
2017-10-03 09:00:00,6610,276,10,3,10,610
2017-10-03 10:00:00,6611,276,10,3,11,620
2017-10-03 11:00:00,6612,276,10,3,12,610
2017-10-03 12:00:00,6613,276,10,3,13,610
2017-10-03 13:00:00,6614,276,10,3,14,580
2017-10-03 14:00:00,6615,276,10,3,15,590
2017-10-03 15:00:00,6616,276,10,3,16,580
2017-10-03 16:00:00,6617,276,10,3,17,590
2017-10-03 17:00:00,6618,276,10,3,18,640
2017-10-03 18:00:00,6619,276,10,3,19,710
2017-10-03 19:00:00,6620,276,10,3,20,670
2017-10-03 20:00:00,6621,276,10,3,21,650
2017-10-03 21:00:00,6622,276,10,3,22,660
2017-10-03 22:00:00,6623,276,10,3,23,560
2017-10-03 23:00:00,6624,276,10,3,24,550
2017-10-04 00:00:00,6625,277,10,4,1,480
2017-10-04 01:00:00,6626,277,10,4,2,480
2017-10-04 02:00:00,6627,277,10,4,3,470
2017-10-04 03:00:00,6628,277,10,4,4,470
2017-10-04 04:00:00,6629,277,10,4,5,480
2017-10-04 05:00:00,6630,277,10,4,6,520
2017-10-04 06:00:00,6631,277,10,4,7,560
2017-10-04 07:00:00,6632,277,10,4,8,540
2017-10-04 08:00:00,6633,277,10,4,9,630
2017-10-04 09:00:00,6634,277,10,4,10,610
2017-10-04 10:00:00,6635,277,10,4,11,620
2017-10-04 11:00:00,6636,277,10,4,12,610
2017-10-04 12:00:00,6637,277,10,4,13,610
2017-10-04 13:00:00,6638,277,10,4,14,580
2017-10-04 14:00:00,6639,277,10,4,15,590
2017-10-04 15:00:00,6640,277,10,4,16,580
2017-10-04 16:00:00,6641,277,10,4,17,590
2017-10-04 17:00:00,6642,277,10,4,18,640
2017-10-04 18:00:00,6643,277,10,4,19,710
2017-10-04 19:00:00,6644,277,10,4,20,670
2017-10-04 20:00:00,6645,277,10,4,21,650
2017-10-04 21:00:00,6646,277,10,4,22,660
2017-10-04 22:00:00,6647,277,10,4,23,560
2017-10-04 23:00:00,6648,277,10,4,24,550
2017-10-05 00:00:00,6649,278,10,5,1,480
2017-10-05 01:00:00,6650,278,10,5,2,480
2017-10-05 02:00:00,6651,278,10,5,3,470
2017-10-05 03:00:00,6652,278,10,5,4,470
2017-10-05 04:00:00,6653,278,10,5,5,480
2017-10-05 05:00:00,6654,278,10,5,6,520
2017-10-05 06:00:00,6655,278,10,5,7,560
2017-10-05 07:00:00,6656,278,10,5,8,540
2017-10-05 08:00:00,6657,278,10,5,9,630
2017-10-05 09:00:00,6658,278,10,5,10,610
2017-10-05 10:00:00,6659,278,10,5,11,620
2017-10-05 11:00:00,6660,278,10,5,12,610
2017-10-05 12:00:00,6661,278,10,5,13,610
2017-10-05 13:00:00,6662,278,10,5,14,580
2017-10-05 14:00:00,6663,278,10,5,15,590
2017-10-05 15:00:00,6664,278,10,5,16,580
2017-10-05 16:00:00,6665,278,10,5,17,590
2017-10-05 17:00:00,6666,278,10,5,18,640
2017-10-05 18:00:00,6667,278,10,5,19,710
2017-10-05 19:00:00,6668,278,10,5,20,670
2017-10-05 20:00:00,6669,278,10,5,21,650
2017-10-05 21:00:00,6670,278,10,5,22,660
2017-10-05 22:00:00,6671,278,10,5,23,560
2017-10-05 23:00:00,6672,278,10,5,24,550
2017-10-06 00:00:00,6673,279,10,6,1,480
2017-10-06 01:00:00,6674,279,10,6,2,480
2017-10-06 02:00:00,6675,279,10,6,3,470
2017-10-06 03:00:00,6676,279,10,6,4,470
2017-10-06 04:00:00,6677,279,10,6,5,480
2017-10-06 05:00:00,6678,279,10,6,6,520
2017-10-06 06:00:00,6679,279,10,6,7,560
2017-10-06 07:00:00,6680,279,10,6,8,540
2017-10-06 08:00:00,6681,279,10,6,9,630
2017-10-06 09:00:00,6682,279,10,6,10,610
2017-10-06 10:00:00,6683,279,10,6,11,620
2017-10-06 11:00:00,6684,279,10,6,12,610
2017-10-06 12:00:00,6685,279,10,6,13,610
2017-10-06 13:00:00,6686,279,10,6,14,580
2017-10-06 14:00:00,6687,279,10,6,15,590
2017-10-06 15:00:00,6688,279,10,6,16,580
2017-10-06 16:00:00,6689,279,10,6,17,590
2017-10-06 17:00:00,6690,279,10,6,18,640
2017-10-06 18:00:00,6691,279,10,6,19,710
2017-10-06 19:00:00,6692,279,10,6,20,670
2017-10-06 20:00:00,6693,279,10,6,21,650
2017-10-06 21:00:00,6694,279,10,6,22,660
2017-10-06 22:00:00,6695,279,10,6,23,560
2017-10-06 23:00:00,6696,279,10,6,24,550
2017-10-07 00:00:00,6697,280,10,7,1,480
2017-10-07 01:00:00,6698,280,10,7,2,480
2017-10-07 02:00:00,6699,280,10,7,3,470
2017-10-07 03:00:00,6700,280,10,7,4,470
2017-10-07 04:00:00,6701,280,10,7,5,480
2017-10-07 05:00:00,6702,280,10,7,6,520
2017-10-07 06:00:00,6703,280,10,7,7,560
2017-10-07 07:00:00,6704,280,10,7,8,540
2017-10-07 08:00:00,6705,280,10,7,9,630
2017-10-07 09:00:00,6706,280,10,7,10,610
2017-10-07 10:00:00,6707,280,10,7,11,620
2017-10-07 11:00:00,6708,280,10,7,12,610
2017-10-07 12:00:00,6709,280,10,7,13,610
2017-10-07 13:00:00,6710,280,10,7,14,580
2017-10-07 14:00:00,6711,280,10,7,15,590
2017-10-07 15:00:00,6712,280,10,7,16,580
2017-10-07 16:00:00,6713,280,10,7,17,590
2017-10-07 17:00:00,6714,280,10,7,18,640
2017-10-07 18:00:00,6715,280,10,7,19,710
2017-10-07 19:00:00,6716,280,10,7,20,670
2017-10-07 20:00:00,6717,280,10,7,21,650
2017-10-07 21:00:00,6718,280,10,7,22,660
2017-10-07 22:00:00,6719,280,10,7,23,560
2017-10-07 23:00:00,6720,280,10,7,24,550
2017-10-08 00:00:00,6721,281,10,8,1,480
2017-10-08 01:00:00,6722,281,10,8,2,480
2017-10-08 02:00:00,6723,281,10,8,3,470
2017-10-08 03:00:00,6724,281,10,8,4,470
2017-10-08 04:00:00,6725,281,10,8,5,480
2017-10-08 05:00:00,6726,281,10,8,6,520
2017-10-08 06:00:00,6727,281,10,8,7,560
2017-10-08 07:00:00,6728,281,10,8,8,540
2017-10-08 08:00:00,6729,281,10,8,9,630
2017-10-08 09:00:00,6730,281,10,8,10,610
2017-10-08 10:00:00,6731,281,10,8,11,620
2017-10-08 11:00:00,6732,281,10,8,12,610
2017-10-08 12:00:00,6733,281,10,8,13,610
2017-10-08 13:00:00,6734,281,10,8,14,580
2017-10-08 14:00:00,6735,281,10,8,15,590
2017-10-08 15:00:00,6736,281,10,8,16,580
2017-10-08 16:00:00,6737,281,10,8,17,590
2017-10-08 17:00:00,6738,281,10,8,18,640
2017-10-08 18:00:00,6739,281,10,8,19,710
2017-10-08 19:00:00,6740,281,10,8,20,670
2017-10-08 20:00:00,6741,281,10,8,21,650
2017-10-08 21:00:00,6742,281,10,8,22,660
2017-10-08 22:00:00,6743,281,10,8,23,560
2017-10-08 23:00:00,6744,281,10,8,24,550
2017-10-09 00:00:00,6745,282,10,9,1,480
2017-10-09 01:00:00,6746,282,10,9,2,480
2017-10-09 02:00:00,6747,282,10,9,3,470
2017-10-09 03:00:00,6748,282,10,9,4,470
2017-10-09 04:00:00,6749,282,10,9,5,480
2017-10-09 05:00:00,6750,282,10,9,6,520
2017-10-09 06:00:00,6751,282,10,9,7,560
2017-10-09 07:00:00,6752,282,10,9,8,540
2017-10-09 08:00:00,6753,282,10,9,9,630
2017-10-09 09:00:00,6754,282,10,9,10,610
2017-10-09 10:00:00,6755,282,10,9,11,620
2017-10-09 11:00:00,6756,282,10,9,12,610
2017-10-09 12:00:00,6757,282,10,9,13,610
2017-10-09 13:00:00,6758,282,10,9,14,580
2017-10-09 14:00:00,6759,282,10,9,15,590
2017-10-09 15:00:00,6760,282,10,9,16,580
2017-10-09 16:00:00,6761,282,10,9,17,590
2017-10-09 17:00:00,6762,282,10,9,18,640
2017-10-09 18:00:00,6763,282,10,9,19,710
2017-10-09 19:00:00,6764,282,10,9,20,670
2017-10-09 20:00:00,6765,282,10,9,21,650
2017-10-09 21:00:00,6766,282,10,9,22,660
2017-10-09 22:00:00,6767,282,10,9,23,560
2017-10-09 23:00:00,6768,282,10,9,24,550
2017-10-10 00:00:00,6769,283,10,10,1,480
2017-10-10 01:00:00,6770,283,10,10,2,480
2017-10-10 02:00:00,6771,283,10,10,3,470
2017-10-10 03:00:00,6772,283,10,10,4,470
2017-10-10 04:00:00,6773,283,10,10,5,480
2017-10-10 05:00:00,6774,283,10,10,6,520
2017-10-10 06:00:00,6775,283,10,10,7,560
2017-10-10 07:00:00,6776,283,10,10,8,540
2017-10-10 08:00:00,6777,283,10,10,9,630
2017-10-10 09:00:00,6778,283,10,10,10,610
2017-10-10 10:00:00,6779,283,10,10,11,620
2017-10-10 11:00:00,6780,283,10,10,12,610
2017-10-10 12:00:00,6781,283,10,10,13,610
2017-10-10 13:00:00,6782,283,10,10,14,580
2017-10-10 14:00:00,6783,283,10,10,15,590
2017-10-10 15:00:00,6784,283,10,10,16,580
2017-10-10 16:00:00,6785,283,10,10,17,590
2017-10-10 17:00:00,6786,283,10,10,18,640
2017-10-10 18:00:00,6787,283,10,10,19,710
2017-10-10 19:00:00,6788,283,10,10,20,670
2017-10-10 20:00:00,6789,283,10,10,21,650
2017-10-10 21:00:00,6790,283,10,10,22,660
2017-10-10 22:00:00,6791,283,10,10,23,560
2017-10-10 23:00:00,6792,283,10,10,24,550
2017-10-11 00:00:00,6793,284,10,11,1,480
2017-10-11 01:00:00,6794,284,10,11,2,480
2017-10-11 02:00:00,6795,284,10,11,3,470
2017-10-11 03:00:00,6796,284,10,11,4,470
2017-10-11 04:00:00,6797,284,10,11,5,480
2017-10-11 05:00:00,6798,284,10,11,6,520
2017-10-11 06:00:00,6799,284,10,11,7,560
2017-10-11 07:00:00,6800,284,10,11,8,540
2017-10-11 08:00:00,6801,284,10,11,9,630
2017-10-11 09:00:00,6802,284,10,11,10,610
2017-10-11 10:00:00,6803,284,10,11,11,620
2017-10-11 11:00:00,6804,284,10,11,12,610
2017-10-11 12:00:00,6805,284,10,11,13,610
2017-10-11 13:00:00,6806,284,10,11,14,580
2017-10-11 14:00:00,6807,284,10,11,15,590
2017-10-11 15:00:00,6808,284,10,11,16,580
2017-10-11 16:00:00,6809,284,10,11,17,590
2017-10-11 17:00:00,6810,284,10,11,18,640
2017-10-11 18:00:00,6811,284,10,11,19,710
2017-10-11 19:00:00,6812,284,10,11,20,670
2017-10-11 20:00:00,6813,284,10,11,21,650
2017-10-11 21:00:00,6814,284,10,11,22,660
2017-10-11 22:00:00,6815,284,10,11,23,560
2017-10-11 23:00:00,6816,284,10,11,24,550
2017-10-12 00:00:00,6817,285,10,12,1,480
2017-10-12 01:00:00,6818,285,10,12,2,480
2017-10-12 02:00:00,6819,285,10,12,3,470
2017-10-12 03:00:00,6820,285,10,12,4,470
2017-10-12 04:00:00,6821,285,10,12,5,480
2017-10-12 05:00:00,6822,285,10,12,6,520
2017-10-12 06:00:00,6823,285,10,12,7,560
2017-10-12 07:00:00,6824,285,10,12,8,540
2017-10-12 08:00:00,6825,285,10,12,9,630
2017-10-12 09:00:00,6826,285,10,12,10,610
2017-10-12 10:00:00,6827,285,10,12,11,620
2017-10-12 11:00:00,6828,285,10,12,12,610
2017-10-12 12:00:00,6829,285,10,12,13,610
2017-10-12 13:00:00,6830,285,10,12,14,580
2017-10-12 14:00:00,6831,285,10,12,15,590
2017-10-12 15:00:00,6832,285,10,12,16,580
2017-10-12 16:00:00,6833,285,10,12,17,590
2017-10-12 17:00:00,6834,285,10,12,18,640
2017-10-12 18:00:00,6835,285,10,12,19,710
2017-10-12 19:00:00,6836,285,10,12,20,670
2017-10-12 20:00:00,6837,285,10,12,21,650
2017-10-12 21:00:00,6838,285,10,12,22,660
2017-10-12 22:00:00,6839,285,10,12,23,560
2017-10-12 23:00:00,6840,285,10,12,24,550
2017-10-13 00:00:00,6841,286,10,13,1,480
2017-10-13 01:00:00,6842,286,10,13,2,480
2017-10-13 02:00:00,6843,286,10,13,3,470
2017-10-13 03:00:00,6844,286,10,13,4,470
2017-10-13 04:00:00,6845,286,10,13,5,480
2017-10-13 05:00:00,6846,286,10,13,6,520
2017-10-13 06:00:00,6847,286,10,13,7,560
2017-10-13 07:00:00,6848,286,10,13,8,540
2017-10-13 08:00:00,6849,286,10,13,9,630
2017-10-13 09:00:00,6850,286,10,13,10,610
2017-10-13 10:00:00,6851,286,10,13,11,620
2017-10-13 11:00:00,6852,286,10,13,12,610
2017-10-13 12:00:00,6853,286,10,13,13,610
2017-10-13 13:00:00,6854,286,10,13,14,580
2017-10-13 14:00:00,6855,286,10,13,15,590
2017-10-13 15:00:00,6856,286,10,13,16,580
2017-10-13 16:00:00,6857,286,10,13,17,590
2017-10-13 17:00:00,6858,286,10,13,18,640
2017-10-13 18:00:00,6859,286,10,13,19,710
2017-10-13 19:00:00,6860,286,10,13,20,670
2017-10-13 20:00:00,6861,286,10,13,21,650
2017-10-13 21:00:00,6862,286,10,13,22,660
2017-10-13 22:00:00,6863,286,10,13,23,560
2017-10-13 23:00:00,6864,286,10,13,24,550
2017-10-14 00:00:00,6865,287,10,14,1,480
2017-10-14 01:00:00,6866,287,10,14,2,480
2017-10-14 02:00:00,6867,287,10,14,3,470
2017-10-14 03:00:00,6868,287,10,14,4,470
2017-10-14 04:00:00,6869,287,10,14,5,480
2017-10-14 05:00:00,6870,287,10,14,6,520
2017-10-14 06:00:00,6871,287,10,14,7,560
2017-10-14 07:00:00,6872,287,10,14,8,540
2017-10-14 08:00:00,6873,287,10,14,9,630
2017-10-14 09:00:00,6874,287,10,14,10,610
2017-10-14 10:00:00,6875,287,10,14,11,620
2017-10-14 11:00:00,6876,287,10,14,12,610
2017-10-14 12:00:00,6877,287,10,14,13,610
2017-10-14 13:00:00,6878,287,10,14,14,580
2017-10-14 14:00:00,6879,287,10,14,15,590
2017-10-14 15:00:00,6880,287,10,14,16,580
2017-10-14 16:00:00,6881,287,10,14,17,590
2017-10-14 17:00:00,6882,287,10,14,18,640
2017-10-14 18:00:00,6883,287,10,14,19,710
2017-10-14 19:00:00,6884,287,10,14,20,670
2017-10-14 20:00:00,6885,287,10,14,21,650
2017-10-14 21:00:00,6886,287,10,14,22,660
2017-10-14 22:00:00,6887,287,10,14,23,560
2017-10-14 23:00:00,6888,287,10,14,24,550
2017-10-15 00:00:00,6889,288,10,15,1,480
2017-10-15 01:00:00,6890,288,10,15,2,480
2017-10-15 02:00:00,6891,288,10,15,3,470
2017-10-15 03:00:00,6892,288,10,15,4,470
2017-10-15 04:00:00,6893,288,10,15,5,480
2017-10-15 05:00:00,6894,288,10,15,6,520
2017-10-15 06:00:00,6895,288,10,15,7,560
2017-10-15 07:00:00,6896,288,10,15,8,540
2017-10-15 08:00:00,6897,288,10,15,9,630
2017-10-15 09:00:00,6898,288,10,15,10,610
2017-10-15 10:00:00,6899,288,10,15,11,620
2017-10-15 11:00:00,6900,288,10,15,12,610
2017-10-15 12:00:00,6901,288,10,15,13,610
2017-10-15 13:00:00,6902,288,10,15,14,580
2017-10-15 14:00:00,6903,288,10,15,15,590
2017-10-15 15:00:00,6904,288,10,15,16,580
2017-10-15 16:00:00,6905,288,10,15,17,590
2017-10-15 17:00:00,6906,288,10,15,18,640
2017-10-15 18:00:00,6907,288,10,15,19,710
2017-10-15 19:00:00,6908,288,10,15,20,670
2017-10-15 20:00:00,6909,288,10,15,21,650
2017-10-15 21:00:00,6910,288,10,15,22,660
2017-10-15 22:00:00,6911,288,10,15,23,560
2017-10-15 23:00:00,6912,288,10,15,24,550
2017-10-16 00:00:00,6913,289,10,16,1,480
2017-10-16 01:00:00,6914,289,10,16,2,480
2017-10-16 02:00:00,6915,289,10,16,3,470
2017-10-16 03:00:00,6916,289,10,16,4,470
2017-10-16 04:00:00,6917,289,10,16,5,480
2017-10-16 05:00:00,6918,289,10,16,6,520
2017-10-16 06:00:00,6919,289,10,16,7,560
2017-10-16 07:00:00,6920,289,10,16,8,540
2017-10-16 08:00:00,6921,289,10,16,9,630
2017-10-16 09:00:00,6922,289,10,16,10,610
2017-10-16 10:00:00,6923,289,10,16,11,620
2017-10-16 11:00:00,6924,289,10,16,12,610
2017-10-16 12:00:00,6925,289,10,16,13,610
2017-10-16 13:00:00,6926,289,10,16,14,580
2017-10-16 14:00:00,6927,289,10,16,15,590
2017-10-16 15:00:00,6928,289,10,16,16,580
2017-10-16 16:00:00,6929,289,10,16,17,590
2017-10-16 17:00:00,6930,289,10,16,18,640
2017-10-16 18:00:00,6931,289,10,16,19,710
2017-10-16 19:00:00,6932,289,10,16,20,670
2017-10-16 20:00:00,6933,289,10,16,21,650
2017-10-16 21:00:00,6934,289,10,16,22,660
2017-10-16 22:00:00,6935,289,10,16,23,560
2017-10-16 23:00:00,6936,289,10,16,24,550
2017-10-17 00:00:00,6937,290,10,17,1,480
2017-10-17 01:00:00,6938,290,10,17,2,480
2017-10-17 02:00:00,6939,290,10,17,3,470
2017-10-17 03:00:00,6940,290,10,17,4,470
2017-10-17 04:00:00,6941,290,10,17,5,480
2017-10-17 05:00:00,6942,290,10,17,6,520
2017-10-17 06:00:00,6943,290,10,17,7,560
2017-10-17 07:00:00,6944,290,10,17,8,540
2017-10-17 08:00:00,6945,290,10,17,9,630
2017-10-17 09:00:00,6946,290,10,17,10,610
2017-10-17 10:00:00,6947,290,10,17,11,620
2017-10-17 11:00:00,6948,290,10,17,12,610
2017-10-17 12:00:00,6949,290,10,17,13,610
2017-10-17 13:00:00,6950,290,10,17,14,580
2017-10-17 14:00:00,6951,290,10,17,15,590
2017-10-17 15:00:00,6952,290,10,17,16,580
2017-10-17 16:00:00,6953,290,10,17,17,590
2017-10-17 17:00:00,6954,290,10,17,18,640
2017-10-17 18:00:00,6955,290,10,17,19,710
2017-10-17 19:00:00,6956,290,10,17,20,670
2017-10-17 20:00:00,6957,290,10,17,21,650
2017-10-17 21:00:00,6958,290,10,17,22,660
2017-10-17 22:00:00,6959,290,10,17,23,560
2017-10-17 23:00:00,6960,290,10,17,24,550
2017-10-18 00:00:00,6961,291,10,18,1,480
2017-10-18 01:00:00,6962,291,10,18,2,480
2017-10-18 02:00:00,6963,291,10,18,3,470
2017-10-18 03:00:00,6964,291,10,18,4,470
2017-10-18 04:00:00,6965,291,10,18,5,480
2017-10-18 05:00:00,6966,291,10,18,6,520
2017-10-18 06:00:00,6967,291,10,18,7,560
2017-10-18 07:00:00,6968,291,10,18,8,540
